PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,quality_score
3QkuM,4N1k1/1pq2p1p/6p1/p1p5/1n1b4/4N1BP/1P2QPP1/3b2K1 w - - 0 30,e3d1 c7g3 e8f6 g8g7,1460,75,96,24951,crushing middlegame pin short,https://lichess.org/uSfIIP7p#59,,0.7918591765436882
CLXOl,r1b3k1/ppq2p1p/3R1Np1/4r3/2B3n1/8/PP2QPPP/R5K1 b - - 1 17,g8g7 e2e5 g4e5 f6e8 g7f8 e8c7,1675,74,96,12124,crushing fork long middlegame sacrifice,https://lichess.org/bu5hXa4y/black#34,Sicilian_Defense Sicilian_Defense_Smith-Morra_Gambit_Accepted,0.7834894308890035
m8jsT,2r5/5pk1/5rp1/1pp1b3/3pP1p1/1P1P2P1/2R2RK1/2B5 b - - 7 33,e5d6 c1h6 g7h6 f2f6,1676,75,96,13132,advantage deflection endgame short,https://lichess.org/Rakd85Qg/black#66,,0.7836449288065129
UtIYc,3r1rk1/p2bqp2/2p4b/4p3/4P2P/2N3P1/PPP1QP2/3RK2R b K - 2 20,e7f6 d1d7 d8d7 e2g4 h6g7 g4d7,1666,73,95,23103,attraction crushing fork long middlegame sacrifice,https://lichess.org/2V8CY6Ba/black#40,,0.7980876803928362
xMYq4,3r2k1/3r1ppp/p7/npBn4/8/P1P2B1P/5PP1/1R1R1K2 b - - 0 28,d5c3 d1d7 d8d7 b1e1,1601,77,95,15918,advantage clearance defensiveMove master middlegame short,https://lichess.org/Pv9iPoBu/black#56,,0.7849471408537432
U7yXw,7r/5pp1/r1P3np/p2kb3/PP2p3/4B3/5PPP/1R1R2K1 b - - 1 25,d5c6 b4b5 c6b7 b5a6,1490,79,94,27225,crushing doubleCheck fork middlegame short,https://lichess.org/eov6RbSH/black#50,,0.7834050595605453
Z7xks,3r1rk1/1Qp2ppp/5n2/q7/8/4B1PP/P3bPB1/R1R3K1 w - - 1 18,b7c7 d8d1 c1d1 a5c7,1616,75,97,12652,advantage deflection master middlegame short,https://lichess.org/zLu13Bpt#35,Englund_Gambit_Complex Englund_Gambit_Complex_Hartlaub-Charlick_Gambit,0.7899078431756601
aIMGt,2b3k1/5ppp/pr2r3/1p1pP1q1/1PpP1p2/2P2Q1P/P3BPP1/R3R2K w - - 10 32,f3d5 c8b7 d5b7 b6b7,1527,77,95,18299,advantage middlegame short,https://lichess.org/ggxGDbM9#63,,0.7829628695873855
DnrFx,1r1q1rk1/5pp1/p6p/P1b1p3/3pP3/3Q1P2/1PP3PP/R1B2RK1 w - - 0 20,d3a6 d4d3 g1h1 d3d2 c1d2 d8d2,1481,75,94,16306,advancedPawn advantage discoveredAttack long middlegame trappedPiece,https://lichess.org/aMPWYIKl#39,,0.777273940211553
GqcFR,2rq1r2/p2b1p1k/2p1p1pb/3nP2p/3PB3/5PN1/P2B2P1/R3QRK1 b - - 11 25,d8h4 d2h6 h7h6 g3f5 e6f5 e1h4,1528,75,95,18264,attraction crushing discoveredAttack long middlegame,https://lichess.org/inVg0Gl7/black#50,,0.7863222874789919
arA6P,5r2/p1pQ1k2/6pp/8/5N1q/4PP2/P6P/5K2 b - - 0 25,h4e7 d7e7 f7e7 f4g6 e7f7 g6f8,1558,77,95,18607,attraction crushing endgame fork long,https://lichess.org/IL16DFAj/black#50,,0.7855745112604584
FnsD9,r3r1k1/1p3p2/p1p3bQ/q3p3/6R1/3P3P/1PP2PP1/5RK1 b - - 0 23,e8e6 g4h4 f7f5 h6h8 g8f7 h8a8,1687,75,96,11054,crushing long middlegame quietMove skewer,https://lichess.org/KH4CXYsm/black#46,,0.7787742971933643
d5wrN,r2qk2r/p3npb1/2pQb1pp/8/4P2P/1B2BN2/PpP2PP1/3RK2R w Kkq - 2 15,d6a3 d8d1 e1d1 b2b1q,1440,75,97,10558,advancedPawn advantage attraction master middlegame promotion short,https://lichess.org/LICw6oF7#29,Modern_Defense Modern_Defense_Standard_Defense,0.773037475862095
lQnm1,8/pb1nr1kp/1pp2pp1/3pN3/3P4/2P4P/PPB2PP1/4RK2 w - - 0 27,e5d7 b7a6 f1g1 e7e1,1610,75,95,17063,crushing deflection endgame short,https://lichess.org/d231Im24#53,,0.7905707998458802
b0BZD,2kr1b2/pq1bp1p1/2p3Qr/1pBpp3/6p1/1BNP4/PPP2PPP/R3K2R w KQ - 2 25,g6f7 d7e6 f7f8 d8f8,1746,75,96,17099,advantage middlegame short trappedPiece,https://lichess.org/Ol6BctcR#49,,0.7849002587238876
32fGT,1k1r4/pp3p2/4bn1p/2R3p1/1n6/4P2P/3N1PP1/4KB1R w K - 1 23,f1e2 d8d2 e1d2 f6e4,1691,72,95,19593,advantage attraction master middlegame sacrifice short,https://lichess.org/t1BhdzlL#45,,0.794059965734661
WRYM9,2R5/3K4/2P5/p2k4/8/8/2r5/8 b - - 1 56,a5a4 c6c7 c2c5 c8a8 c5c7 d7c7 d5c4 a8a4,1667,77,96,21186,advancedPawn crushing endgame master rookEndgame veryLong,https://lichess.org/WDqVcKdD/black#112,,0.7922956112299921
ToF2V,2kr2r1/1pp5/p2qp2p/P2nNp2/1P1P1P2/2P1P3/2Q3P1/RR4K1 w - - 3 22,g1f2 g8g2 f2g2 d5e3 g2f2 e3c2,1562,75,93,16245,attraction crushing deflection fork long middlegame sacrifice,https://lichess.org/4qibYl7c#43,,0.7799749221022897
0I43C,5rk1/1q3pp1/p3pn1p/1p4r1/3N3Q/1P2P3/P4PPP/2RR2K1 w - - 0 22,d4f3 b7f3 h4g5 f3d1 c1d1 h6g5,1586,74,94,14811,crushing kingsideAttack long middlegame pin,https://lichess.org/FoomRTHe#43,,0.7841658562742394
P3ANN,r2q2r1/pp2kp1N/3p3R/2p1p3/4P3/3P2N1/PPP2P2/2K3R1 b - - 8 25,g8h8 g3f5 e7d7 h6d6 d7c7 d6d8,1591,79,96,29469,crushing long middlegame skewer,https://lichess.org/AtKMAerO/black#50,,0.7985025360506479
nFX9J,8/3k4/KP6/5p1p/4pP2/6PP/2pr4/2R5 b - - 4 37,d7c8 a6a7 c8d7 b6b7,1597,71,96,20901,advancedPawn crushing endgame master rookEndgame short,https://lichess.org/kVMF2L42/black#74,,0.804118864088017
adxLK,8/3k1p1p/5Bp1/2pP4/2P2RP1/1r5P/3n1K2/8 b - - 10 38,b3b4 f6c3 b4c4 c3d2,1541,76,96,13863,crushing endgame fork master short,https://lichess.org/xYXQaTeM/black#76,,0.7820475493768755
boBev,r2q1rk1/1R1bbnp1/4p2p/3pB3/3P4/3B4/2N2PPP/3Q1RK1 w - - 1 27,e5c7 d8c8 d1b1 d7c6,1514,75,94,24373,advantage middlegame short,https://lichess.org/QMgmxWhy#53,,0.7891633284702814
HmelO,2r2rk1/1p3pp1/p6p/1p6/2Pp1R2/PQ1P2P1/1P2q2P/3R2K1 w - - 0 24,c4b5 c8c2 b3c2 e2c2,1646,72,96,16411,crushing endgame short,https://lichess.org/aDi4Qch6#47,,0.796074454204794
1fvzp,8/4kp2/2p1pp2/1pPp3P/5P2/4PK2/2r5/5R2 b - - 0 30,c2c5 h5h6 e7f8 f1g1 c5c2 h6h7 c2h2 g1g8,1614,76,96,13212,advancedPawn crushing endgame quietMove rookEndgame veryLong,https://lichess.org/5L8y1dpU/black#60,,0.786125128033974
LkkAI,r2qk2r/2p2ppp/p2bpn2/7b/Np1nP2N/1B3P2/PP4PP/R1BQR1K1 w kq - 0 14,d1d4 d6h2 g1h2 d8d4,1394,77,95,31803,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/xfbcR1Hm#27,Queens_Gambit_Accepted Queens_Gambit_Accepted_Old_Variation,0.7865617268830681
2aO1R,r4r2/pp1q1p1k/1np1pQnb/3pP3/3P3N/1PNP2P1/P4P1P/R4RK1 b - - 0 19,d7e7 h4g6 e7f6 g6f8 a8f8 e5f6,1617,72,95,25699,advantage exposedKing intermezzo long middlegame,https://lichess.org/HkhNi2Lp/black#38,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation,0.805781872585654
Ewi2Z,r4rk1/1p1b1pp1/p2p3p/2qP1P2/3NP1Pn/PB5P/3Q3K/R3R3 w - - 0 26,a1c1 c5d4 d2d4 h4f3 h2g2 f3d4,1521,72,96,33110,advantage attraction fork long middlegame sacrifice,https://lichess.org/gkQuADMw#51,,0.80792795528923
v5ql8,rnb2rk1/ppp2pqp/3p2p1/3n2B1/2PP3Q/3B4/P4PPP/R3R1K1 b - - 0 16,f7f6 g5h6 g6g5 h6g7 g5h4 g7f8,1570,74,95,19956,advantage long middlegame,https://lichess.org/n3Nri6Sv/black#32,Russian_Game Russian_Game_Three_Knights_Game,0.7930918610923343
0hoON,r4k2/pp1q2bp/6p1/8/2QPR3/P1P4P/1P3PP1/6K1 b - - 0 24,a8e8 e4f4 f8e7 f4f7 e7d8 f7d7,1793,73,96,11939,crushing endgame exposedKing fork long skewer,https://lichess.org/NuLoOsnF/black#48,,0.7763569149779801
F7198,1r3rk1/p1q2ppp/b6B/3Np2n/1P4Q1/8/P4PPP/3RK2R b K - 2 23,c7b7 d5f6 g8h8 f6h5,1521,75,96,19938,crushing kingsideAttack middlegame pin short,https://lichess.org/l66sNnz1/black#46,,0.790901295816836
ImKI1,r4k2/pp2qpp1/2pp1n1r/5Q1p/3PP3/2N4P/PP4P1/4RRK1 b - - 0 18,e7e6 f5e6 f7e6 e4e5 f8e7 e5f6,1479,74,95,16697,advantage long middlegame,https://lichess.org/NSA9vAWf/black#36,Scotch_Game Scotch_Game_Other_variations,0.7823595015602333
KzW7Q,7k/3q1pp1/3p1n1p/2p1pQ2/1p2P3/rP1PPR2/2P3PP/R5K1 w - - 0 26,f5d7 a3a1 g1f2 f6d7,1495,73,94,17708,crushing endgame hangingPiece intermezzo short,https://lichess.org/FUsLFBOU#51,,0.783563754659264
B9wbC,8/p3rR2/1p2P2p/r5k1/2P5/3K2pP/P7/4R3 b - - 1 40,e7f7 e6f7 a5f5 e1e5 f5e5 f7f8q,1619,77,96,26233,advancedPawn advantage deflection endgame long master pin promotion rookEndgame,https://lichess.org/bXKHgvVW/black#80,,0.8007932329736293
P3UsZ,r7/2R5/p4qkp/6p1/8/2N2NP1/PP3PP1/6K1 b - - 0 26,f6d6 c7c6 d6c6 f3e5 g6f6 e5c6,1437,72,96,23803,advantage attraction endgame fork long pin sacrifice,https://lichess.org/KHK3DK7N/black#52,,0.7940982813597963
5mbDY,8/p2k3r/1pp1p1R1/1P1bbp2/2B5/P7/8/1K1R4 b - - 0 39,c6b5 c4d5 e6d5 d1d5 d7c7 d5e5,1636,77,95,15444,advantage endgame fork long,https://lichess.org/YSGZk8bI/black#78,,0.784015921678033
1NxCP,3br1k1/pp3ppp/2p5/3p3P/P2P1BBq/2r2P2/6K1/R2Q4 b - - 7 37,g7g5 f4g3 h4g3 g2g3,1569,75,95,22889,advantage middlegame short trappedPiece,https://lichess.org/VkIIoSm9/black#74,,0.7946051676004414
EBSKy,8/6pp/8/p3kPP1/Pn4BP/8/3pK3/8 b - - 1 36,e5f4 f5f6 d2d1r e2d1 g7f6 g5f6,1518,75,96,15716,crushing endgame long,https://lichess.org/zzNQlJ42/black#72,,0.7850448469615673
Jdq9D,3r4/pp1P4/5k2/7p/3P1pP1/4b2B/1P5P/3R3K b - - 0 37,d8d7 g4g5 f6g5 h3d7,1369,74,98,10372,crushing discoveredAttack endgame master short,https://lichess.org/fyeyoUqu/black#74,,0.7722076644577645
xhaZU,8/4k3/1p2n1PK/3p1p2/p7/P2N4/1P6/8 b - - 2 47,e7f6 d3f4 e6f4 g6g7 f6f7 h6h7,1516,74,95,31852,advancedPawn crushing defensiveMove endgame knightEndgame long master sacrifice,https://lichess.org/39GnYg03/black#94,,0.8003187468504861
fPlbC,4k3/8/5K1P/5pB1/4p3/2P5/8/5r2 b - - 2 54,e8f8 h6h7 f1h1 f6g6 h1h7 g6h7,1449,78,96,19996,advancedPawn crushing endgame long,https://lichess.org/ytm6Xi25/black#108,,0.7808236388815777
5fipS,r4rk1/2q1bppp/3pp3/1Pn5/4bB2/1BP2N1P/1P3PP1/R2Q1RK1 w - - 1 17,b3c2 a8a1 d1a1 e4c2,1664,74,96,19527,advantage middlegame short,https://lichess.org/jidr7MpP#33,Sicilian_Defense Sicilian_Defense_Modern_Variations,0.7955765751069526
Bh58a,8/ppp5/3p4/PPP4p/3Pk2P/6K1/8/8 b - - 0 42,d6d5 b5b6 a7b6 c5c6 b7c6 a5a6,1750,73,95,17375,crushing endgame long pawnEndgame,https://lichess.org/zpOfTYTM/black#84,,0.7853273446779159
FbT9d,6rk/7p/1q2p3/p2p1pr1/b2P1N1Q/5R2/1P5P/5R1K b - - 3 28,b6d4 f4g6 g8g6 h4d4,1800,79,94,18080,crushing discoveredAttack master middlegame pin short,https://lichess.org/CHqS4ep0/black#56,,0.7696964474484691
YmQ7m,r1b2rk1/ppq2pb1/2p3pB/2n1p1Qp/4n2P/1BN2N2/PPP2PP1/2KR3R w - - 0 14,g5g6 c5b3 a2b3 f7g6,1581,74,97,11174,advantage middlegame short,https://lichess.org/Gt3M17VH#27,Philidor_Defense Philidor_Defense_Lion_Variation,0.7861272783713416
BFbzD,rn3rk1/pp1q2pp/3b4/3pp3/6n1/1P2P1P1/PB1NNPKP/2RQ1R2 w - - 1 15,h2h3 f8f2 f1f2 g4e3 g2h2 e3d1,1679,74,96,16801,crushing fork long middlegame sacrifice,https://lichess.org/mzPbIUcB#29,Queens_Pawn_Game Queens_Pawn_Game_Other_variations,0.7909391832120195
O7DeL,r1b2rk1/q4ppp/p1p1p3/4N3/P2P1B2/2b5/4RPPP/1R1Q2K1 b - - 1 17,c3d4 e5c6 a7d7 c6d4,1322,75,96,25045,advantage middlegame short,https://lichess.org/h2EfK4Z2/black#34,Sicilian_Defense Sicilian_Defense_Old_Sicilian,0.7820841502527345
6KYDW,r2q4/p2Rpk2/1pQp1pp1/2bP4/4P3/P5BP/6PK/8 b - - 7 36,d8f8 g3d6 c5d6 c6d6,1529,74,97,11397,crushing endgame pin short,https://lichess.org/wXy9JyCL/black#72,,0.7828788659708311
mev4t,3rr1k1/pppq1ppp/2n3n1/2B3Q1/2B5/P2P3P/1PP2PP1/R4RK1 w - - 9 19,a1d1 e8e5 g5c1 e5c5,1498,73,98,34898,advantage interference middlegame short,https://lichess.org/b0SBCVA6#37,Scandinavian_Defense Scandinavian_Defense_Boehnke_Gambit,0.8118643561370331
nqcqb,8/1p2k3/2pbpp1q/p2p4/1PnP1P1N/P1P1P2Q/4KN2/1bB5 b - - 8 42,a5b4 h4f5 e6f5 h3h6,1362,76,94,28075,crushing discoveredAttack middlegame short,https://lichess.org/9Ghn2hPD/black#84,,0.7799846517846978
YTfRg,r2q1rk1/pp4p1/4p2p/3pN3/7n/2NQ3P/PP3P2/R4RK1 w - - 1 20,c3e2 d8g5 d3g3 g5e5 g3e5 h4f3 g1g2 f3e5,1811,72,95,16377,advantage attraction fork middlegame sacrifice veryLong,https://lichess.org/gsVdRP70#39,,0.7812311406046717
w2q1p,8/2P4p/3K2k1/8/6P1/8/2r1p3/4R3 b - - 0 52,g6g5 e1e2 c2e2 c7c8q,1499,75,95,15948,advancedPawn crushing deflection endgame master promotion rookEndgame short,https://lichess.org/73U2DMsX/black#104,,0.7810341970832617
U73s9,r1bqk2r/pp1p2bp/6p1/3BPp2/3p1P2/3P4/PPP1Q1PP/R1B1K2R w KQkq - 0 12,e5e6 d8a5 c1d2 a5d5,1712,77,95,19371,advantage fork middlegame short,https://lichess.org/KkV6thY9#23,Sicilian_Defense Sicilian_Defense_Closed,0.7839553648147175
7w17U,8/1p1k3p/p3bP2/2p2p2/r4P1P/8/6B1/4R1K1 b - - 0 38,b7b6 g2c6 d7c6 e1e6,1648,75,95,10400,attraction crushing deflection endgame short,https://lichess.org/ku3h6zUz/black#76,,0.7771159982361694
Kvgv5,3R4/5rpk/7p/1p1PQp1N/3n4/q6P/5PP1/6K1 w - - 0 40,d5d6 a3a1 g1h2 d4f3 g2f3 a1e5,1591,77,97,14884,crushing discoveredAttack endgame long,https://lichess.org/0cYyzJR0#79,,0.7886398325893831
x1X6d,8/8/pp1k2p1/3p1pP1/PP3P2/2K1P3/8/8 b - - 5 44,a6a5 b4a5 b6a5 c3d4 d6e6 d4c5,1451,78,95,25625,crushing endgame long pawnEndgame zugzwang,https://lichess.org/Jltj5Llr/black#88,,0.7838478787589884
wtRa9,8/5kp1/7p/1P6/2bB4/p1P2PK1/r5P1/1R6 w - - 0 34,b5b6 a2b2 b1a1 a3a2,1424,75,96,21896,advancedPawn advantage endgame master short,https://lichess.org/EeJQwYKZ#67,,0.7861889634578504
Mzd6D,r1b1r1k1/ppp2ppp/5nq1/8/P1p1P3/R4B2/1BP2PPP/3QR1K1 b - - 2 17,c8g4 b2f6 g6f6 f3g4,1722,75,94,19739,advantage capturingDefender middlegame short,https://lichess.org/syyJrAJz/black#34,Queens_Pawn_Game Queens_Pawn_Game_Colle_System,0.7840201297455103
m6hNo,r2q1rk1/5ppp/p1n1p1n1/1p5Q/3P1B2/P1P3N1/5PPP/1B3RK1 b - - 4 16,d8h4 b1g6 h4h5 g6h5,1436,75,95,28977,advantage middlegame short,https://lichess.org/cCAVp3VG/black#32,Caro-Kann_Defense Caro-Kann_Defense_Panov_Attack,0.7906906407831648
1yKkr,1r3k2/6p1/8/3N1b1P/P7/2P1q3/1K6/R2Q4 w - - 1 34,b2a3 e3c5 d5b4 c5c3 d1b3 c3a1,1398,75,95,20528,crushing deflection endgame long,https://lichess.org/vmkz0kX2#67,,0.7798007775741336
aFTGI,2r2k2/2r3pp/p3Rq2/3Q4/2p2P2/8/P5PP/3R2K1 b - - 3 33,f6f7 d5d8 c8d8 d1d8,1669,75,97,8842,crushing endgame sacrifice short,https://lichess.org/hLkufad3/black#66,,0.7777669729116026
9Rhbm,r1b4r/4kpbp/p2pp1p1/qpp5/P3P3/1PNP3P/1P1Q1PPN/1R3RK1 b - - 1 15,c8b7 c3d5 b7d5 d2a5,1567,73,95,18462,crushing discoveredAttack middlegame short,https://lichess.org/m6hp8dan/black#30,Sicilian_Defense Sicilian_Defense_Bowdler_Attack,0.7926989953964589
2yw5K,R7/5pkp/6p1/pB2P3/4KP2/rp6/6PP/8 w - - 0 35,a8c8 b3b2 b5d3 a3d3 e4d3 b2b1q,1371,74,97,12833,advancedPawn attraction crushing endgame long promotion,https://lichess.org/oY7MKaio#69,,0.7743988018112088
fvf0k,q3rbk1/p3rpp1/7p/8/2NBn3/1P4P1/P1Q2P1P/2RR2K1 w - - 1 24,h2h4 e4g3 f2g3 e7e2,1701,75,95,18812,advantage clearance master masterVsMaster middlegame sacrifice short superGM,https://lichess.org/mL7iDdbl#47,,0.7873806597254318
Mo1Zb,5r2/1bpn2kp/pp4q1/3Pp3/PPB1N3/5RP1/2P3QP/6K1 b - - 0 25,g6e4 f3f7 f8f7 g2e4,1376,76,96,26813,crushing discoveredAttack middlegame short,https://lichess.org/OfY0TXIu/black#50,,0.7858948086098516
ZMuiE,4k3/8/8/4B3/1PP5/2KB1b1r/P7/8 w - - 0 51,d3f5 f3g4 c3d4 g4f5,1651,79,96,15944,advantage discoveredAttack endgame short,https://lichess.org/jpJAEes6#101,,0.7833658713841813
xyRst,7k/1p4bp/8/2q1pB2/1pP5/6PK/r6P/3Q1R2 b - - 8 33,c5c4 d1d8 c4g8 d8g8 h8g8 f5e6 g8h8 e6a2,1380,76,95,29933,attraction crushing endgame fork master veryLong,https://lichess.org/BoF6Ulhu/black#66,,0.7857907739144769
sTaJY,1k5r/1pp1q3/p2b4/2p1pQrp/P3N3/3P4/1PP2P2/R4RK1 w - - 0 26,e4g5 h8g8 f2f4 e5f4 g1h1 g8g5,1497,75,95,25042,crushing long middlegame,https://lichess.org/3l7uLzfn#51,,0.7915902447704243
bT1Bp,5rk1/5ppp/3Q1n2/6B1/8/2N3P1/PP2PqbP/2KR4 w - - 1 19,c1b1 f2f5 d6d3 f5g5,1553,78,94,22130,advantage fork middlegame short,https://lichess.org/TDvaUc4t#37,English_Opening English_Opening_Kings_English_Variation,0.7846618915325932
HSBCE,r3r1k1/pbpnqppp/1p6/3n4/2NP4/3B4/PP2NPPP/R2QR1K1 w - - 4 14,e2f4 e7e1 d1e1 e8e1 a1e1 d5f4,1304,75,97,25045,crushing kingsideAttack long middlegame,https://lichess.org/uDF864Wc#27,French_Defense French_Defense_Exchange_Variation,0.7837975169432276
Yip5X,r1bqkb1r/5pp1/2n1pn1p/p2p4/Pp1P4/4PN2/NP1BBPPP/2RQ1RK1 b kq - 1 12,d8b6 c1c6 b6c6 e2b5,1755,75,95,16907,advantage middlegame pin sacrifice short,https://lichess.org/6hV4IZ33/black#24,Semi-Slav_Defense Semi-Slav_Defense_Accelerated_Move_Order,0.7809891912289509
F9fq3,1n1r2k1/1Bn2pp1/p3p2p/1pp5/8/7P/5PP1/R2R2K1 b - - 2 28,d8d4 d1d4 c5d4 a1c1 c7e8 c1c8,1549,75,97,12340,crushing endgame long pin,https://lichess.org/mLH5KqIa/black#56,,0.784526672946777
2vO9X,r1r3k1/1q1p1pp1/4p2p/3nPn2/2P1N3/1P3Q2/P4PPP/R4RK1 b - - 0 28,d5e7 e4f6 g7f6 f3b7,1540,75,95,31976,crushing discoveredAttack middlegame short,https://lichess.org/kAn7KSNt/black#56,,0.8004597217738013
5TjfT,2rq2k1/5pp1/p3nb1p/1p1pBB2/3P4/P1P3Q1/1P4PP/5R1K b - - 4 25,c8c6 e5f6 d8f6 f5h7 g8h7 f1f6,1426,78,95,18231,crushing discoveredAttack kingsideAttack long middlegame pin,https://lichess.org/isqR8xiz/black#50,,0.7739884845816396
T6A8Y,6k1/6p1/7p/4N3/R3n3/6PP/4r3/6K1 w - - 2 44,g1f1 e4g3 f1g1 e2e5,1514,75,96,18225,crushing discoveredAttack endgame master short,https://lichess.org/UVl6pmum#87,,0.788270887023567
xkXhK,rn3rk1/pp1q2pp/4pb2/2pp2N1/8/3P4/PPP2QPP/RNB2RK1 w - - 0 13,b1c3 f6d4 c1e3 f8f2,1481,75,95,28044,advantage discoveredAttack opening pin short,https://lichess.org/cFqWlVJv#25,Sicilian_Defense Sicilian_Defense_Bowdler_Attack,0.7931311977706049
V72wr,rn3rk1/pp2b1pp/2p1p3/3q4/8/2P1B3/P3QPPP/R3KB1R b KQ - 1 13,b8d7 a1d1 d5e5 d1d7,1688,75,95,23209,advantage middlegame short skewer,https://lichess.org/0S1Awx7k/black#26,Slav_Indian Slav_Indian_Other_variations,0.7932903378875423
6GaN1,7r/ppq1n3/2p2k2/6Np/4Q1pP/1P2Pn2/1P4P1/5RK1 w - - 2 31,g2f3 c7g3 g1h1 g3h4 h1g2 h4g5 f3g4 f6g7,1599,74,95,16762,advantage defensiveMove endgame exposedKing fork veryLong,https://lichess.org/WSUkZW3E#61,,0.791029182715789
tCwTz,2kr4/5ppp/p2b4/2pN4/8/2P4P/PPK2P2/3R4 b - - 2 24,d6e5 d5e7 c8c7 d1d8 c7d8 e7c6 d8d7 c6e5,1662,76,96,18279,attraction crushing discoveredAttack endgame exposedKing fork master veryLong,https://lichess.org/AvPOOzIk/black#48,,0.7908201901301123
sTpwQ,3rr1k1/1R1nbp2/p2p1pp1/q1pP4/6P1/P1NQ1N1P/2P2P2/4R1K1 w - - 0 23,c3e4 d7e5 f3e5 a5e1,1540,74,97,9652,advantage deflection kingsideAttack master masterVsMaster middlegame short,https://lichess.org/I3bc6O6V#45,,0.779724867154806
fyKHa,3k4/3r3r/1p1p4/1Pp5/4Q1pP/PNq3P1/5p2/R1N2K1R w - - 5 36,e4g4 c3e1 f1g2 e1h1 g2h1 f2f1q,1606,73,96,27056,advancedPawn attraction crushing exposedKing long middlegame promotion,https://lichess.org/JCt8rPpw#71,,0.807549047495796
3AKq5,4r1k1/ppp2ppp/2pn1b2/8/3P1BQ1/8/PPP2PP1/R4KNq b - - 3 17,f6d4 f4d6 c7d6 g4d4,1640,76,95,18589,advantage discoveredAttack middlegame short,https://lichess.org/ykMbKrkw/black#34,Ruy_Lopez Ruy_Lopez_Berlin_Defense,0.7897914957958599
LXOpz,8/5p1k/5qp1/Q1p2r1p/1pP5/1P4PP/3R1PK1/8 w - - 1 38,a5d8 f5f2 d2f2 f6d8,1613,77,96,22541,crushing deflection endgame short,https://lichess.org/eKWWzzVP#75,,0.7970536658720188
Z0kp0,3r1rk1/1p2ppbp/3q2p1/p1pN3n/P1B1P3/1P3Q1P/2P2PP1/3R1RK1 b - - 0 17,e7e6 d5f6 g7f6 d1d6,1376,72,94,27210,crushing discoveredAttack middlegame short,https://lichess.org/DiQpba0A/black#34,Pirc_Defense Pirc_Defense_Classical_Variation,0.7869099807793094
kjI5g,5KR1/7k/6p1/5n1p/7P/6P1/8/8 w - - 31 65,f8f7 f5h6 f7f6 h6g8,1407,79,97,22757,crushing endgame fork short,https://lichess.org/7l1hzS3w#129,,0.7822216626217818
CC2Pv,5R2/p6p/1p4k1/8/3Pn3/5RPr/P6p/7K b - - 4 35,e4g3 f3g3 h3g3 f8g8 g6f5 g8g3,1451,78,95,24017,crushing endgame exposedKing long sacrifice skewer,https://lichess.org/5wsHDtvK/black#70,,0.7823112204163014
UJfHd,5k2/4p1b1/5p2/5Q1K/4RP1P/8/6q1/8 w - - 15 42,f5g6 g2f3 g6g4 f3e4,1421,74,96,22806,crushing deflection endgame short,https://lichess.org/IZwwR0Jc#83,,0.7886067108439281
TbL4V,2r5/p1P2p2/1p1k2pB/3pp2p/8/bP4P1/P1R1PPKP/8 b - - 1 27,c8c7 h6f8 d6d7 c2c7 d7c7 f8a3,1462,74,95,27862,advantage endgame long,https://lichess.org/G1I9y5Os/black#54,,0.793285366515565
05K1G,2kr4/p1p4p/2N5/5b2/2Pb4/8/PP3PPP/R2K4 w - - 1 21,c6e7 c8b7 e7f5 d4b2,1566,76,95,24911,crushing defensiveMove discoveredAttack endgame sacrifice short,https://lichess.org/32tZh2p2#41,,0.7947313071003828
kjk6A,3rr1k1/p4ppp/5n2/1p6/1q2N3/1Pb2N2/2P1QPPP/3R1RK1 b - - 0 22,d8d1 e4f6 c3f6 e2e8 b4f8 e8f8 g8f8 f1d1,1522,74,95,31745,crushing discoveredAttack kingsideAttack middlegame veryLong,https://lichess.org/fy16M3zS/black#44,,0.8006678361770823
n3Tdw,rnb1k2r/ppp1qppp/8/4p3/4n3/2P2N2/PP2BPPP/RN1QK2R b KQkq - 0 8,e7c5 d1a4 b8c6 a4e4,1470,75,95,29888,advantage fork opening short,https://lichess.org/GspRBLyU/black#16,Philidor_Defense Philidor_Defense_Nimzowitsch_Variation,0.7938549332362261
6DqQ4,1k3b1r/p2r1N2/2p3p1/4p3/4n1q1/2N1B1P1/PP3Q2/2RR2K1 w - - 0 25,c3e4 d7d1 c1d1 g4d1 f2f1 h8h1 g1h1 d1f1,1652,75,96,14655,attraction crushing deflection exposedKing middlegame veryLong,https://lichess.org/wZcfDfvj#49,,0.7879622073014931
SB2l3,r1bq1rk1/pp2bppp/3p1n2/3Np1B1/1PP1P3/3n1N2/P4PPP/R2Q1RK1 w - - 0 12,d1d3 f6d5 e4d5 e7g5 f3g5 d8g5,1395,74,95,16430,advantage discoveredAttack long middlegame,https://lichess.org/LoQ6Aux1#23,Caro-Kann_Defense Caro-Kann_Defense_Other_variations,0.775972988363689
hWuAu,6rk/3R2p1/p1N2pqp/4p3/8/PQ3P2/2P1b1PP/7K b - - 1 34,e2f1 b3g8 h8g8 c6e7 g8h7 e7g6,1651,76,96,7142,advantage attraction endgame fork long sacrifice,https://lichess.org/4bLZHxMJ/black#68,,0.7693244935322422
